severity,issue_type,product_id,product_name,variant_id,color,size,current_value,suggested_value,safe_auto_fix_candidate,requires_manual_decision,recommended_action,notes
"medium","Stock inconsistencies","4","Adidas Terrex X Goretex-2 Sneakers","","","","product_stock=0; variant_stock_sum=0; active_variant_stock_sum=0","derive from variant stock (0)","false","true","reconcile product stock with variant stock","Derive AI-facing availability from active variant stock where the product is variant-managed; do not write back automatically."
"medium","Variant stock gaps","4","Adidas Terrex X Goretex-2 Sneakers","76","Black & Gray","41","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","4","Adidas Terrex X Goretex-2 Sneakers","77","Black & Gray","42","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","4","Adidas Terrex X Goretex-2 Sneakers","79","Black & Gray","44","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","4","Adidas Terrex X Goretex-2 Sneakers","80","Black & Gray","45","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Missing Arabic search keywords","5","DC Men's Black Casual Sneakers","","","","{""seo_keywords"":""DC black sneakers, men's casual shoes, comfortable sneakers, black running shoes""}","","false","true","add Arabic search keywords","Manual review required."
"medium","Stock inconsistencies","5","DC Men's Black Casual Sneakers","","","","product_stock=0; variant_stock_sum=0; active_variant_stock_sum=0","derive from variant stock (0)","false","true","reconcile product stock with variant stock","Derive AI-facing availability from active variant stock where the product is variant-managed; do not write back automatically."
"medium","Zero selling price","5","DC Men's Black Casual Sneakers","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"medium","Missing Arabic search keywords","7","Nike Shox Black Sneakers","","","","{""seo_keywords"":""black sneakers, men's athletic shoes, Nike Shox""}","","false","true","add Arabic search keywords","Manual review required."
"medium","Search discoverability failures","7","Nike Shox Black Sneakers","","","","{""best_self_score"":20,""queries"":[""Nike Shox Black Sneakers"",""Nike Nike Shox Black Sneakers"",""nike-shox-black-sneakers"",""NK-M-MIR-2"",""Nike sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Low AI recommendation confidence","7","Nike Shox Black Sneakers","","","","{""best_self_score"":20,""queries"":[""Nike Shox Black Sneakers"",""Nike Nike Shox Black Sneakers"",""nike-shox-black-sneakers"",""NK-M-MIR-2"",""Nike sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Zero selling price","7","Nike Shox Black Sneakers","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"medium","Missing brand","8","Nike Dunk Low White Black Sneakers","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing English search keywords","8","Nike Dunk Low White Black Sneakers","","","","{""seo_keywords"":""نايك دُنكي, حذاء أبيض أسود, حذاء رياضي للرجال, حذاء كاجوال, احذية نايك""}","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","8","Nike Dunk Low White Black Sneakers","","","","{""best_self_score"":50,""queries"":[""Nike Dunk Low White Black Sneakers"",""nike-dunk-low-white-black-sneakers"",""NDL-DNK-M-MIR"",""sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Low AI recommendation confidence","8","Nike Dunk Low White Black Sneakers","","","","{""best_self_score"":50,""queries"":[""Nike Dunk Low White Black Sneakers"",""nike-dunk-low-white-black-sneakers"",""NDL-DNK-M-MIR"",""sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Stock inconsistencies","8","Nike Dunk Low White Black Sneakers","","","","product_stock=0; variant_stock_sum=0; active_variant_stock_sum=0","derive from variant stock (0)","false","true","reconcile product stock with variant stock","Derive AI-facing availability from active variant stock where the product is variant-managed; do not write back automatically."
"medium","Zero selling price","8","Nike Dunk Low White Black Sneakers","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"medium","Variant stock gaps","8","Nike Dunk Low White Black Sneakers","113","Off White","41","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","8","Nike Dunk Low White Black Sneakers","114","Off White","42","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","8","Nike Dunk Low White Black Sneakers","115","Off White","43","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","8","Nike Dunk Low White Black Sneakers","117","Off White","45","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Missing Arabic search keywords","9","ASICS Sneakers","","","","{""seo_keywords"":""ASICS blue white sneakers,  athletic shoes, comfortable training footwear""}","","false","true","add Arabic search keywords","Manual review required."
"medium","Search discoverability failures","9","ASICS Sneakers","","","","{""best_self_score"":60,""queries"":[""ASICS Sneakers"",""Unbranded ASICS Sneakers"",""asics-blue-white-sneakers"",""ABW-W-LOC"",""Unbranded sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Low AI recommendation confidence","9","ASICS Sneakers","","","","{""best_self_score"":60,""queries"":[""ASICS Sneakers"",""Unbranded ASICS Sneakers"",""asics-blue-white-sneakers"",""ABW-W-LOC"",""Unbranded sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Stock inconsistencies","9","ASICS Sneakers","","","","product_stock=0; variant_stock_sum=0; active_variant_stock_sum=0","derive from variant stock (0)","false","true","reconcile product stock with variant stock","Derive AI-facing availability from active variant stock where the product is variant-managed; do not write back automatically."
"medium","Zero selling price","9","ASICS Sneakers","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"medium","Variant stock gaps","9","ASICS Sneakers","118","Sky Blue","37","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","9","ASICS Sneakers","119","Sky Blue","38","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","9","ASICS Sneakers","120","Sky Blue","39","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","9","ASICS Sneakers","121","Sky Blue","40","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","9","ASICS Sneakers","122","Sky Blue","41","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","9","ASICS Sneakers","123","Brown","37","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","9","ASICS Sneakers","126","Brown","40","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Variant stock gaps","9","ASICS Sneakers","127","Brown","41","stock=0; is_active=true","","false","true","reconcile or retire the variant","Variant is active but out of stock. Reconcile stock or retire from sellable catalog."
"medium","Missing Arabic search keywords","10","QA Test Product","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","10","QA Test Product","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","10","QA Test Product","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","10","QA Test Product","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","10","QA Test Product","","","","{""best_self_score"":0,""queries"":[""QA Test Product"",""qa-test-product"",""QA-TEST-001""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","10","QA Test Product","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","10","QA Test Product","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","10","QA Test Product","","","","{""best_self_score"":0,""queries"":[""QA Test Product"",""qa-test-product"",""QA-TEST-001""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","10","QA Test Product","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","25","Adidas Terrex X Goretex-2","","","","{""seo_keywords"":""Adidas Terrex shoes, white black sneakers, men's outdoor shoes, waterproof sneakers""}","","false","true","add Arabic search keywords","Manual review required."
"medium","Search discoverability failures","25","Adidas Terrex X Goretex-2","","","","{""best_self_score"":20,""queries"":[""Adidas Terrex X Goretex-2"",""Adidas Adidas Terrex X Goretex-2"",""adidas-terrex-x-goretex-2-white-black"",""ADS-M-MIR"",""Adidas sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Low AI recommendation confidence","25","Adidas Terrex X Goretex-2","","","","{""best_self_score"":20,""queries"":[""Adidas Terrex X Goretex-2"",""Adidas Adidas Terrex X Goretex-2"",""adidas-terrex-x-goretex-2-white-black"",""ADS-M-MIR"",""Adidas sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Zero selling price","25","Adidas Terrex X Goretex-2","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"medium","Duplicate article codes","25","Adidas Terrex X Goretex-2","138","Grey","41","article_code=2530","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing brand","26","شراب","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Search discoverability failures","26","شراب","","","","{""best_self_score"":0,""queries"":[""شراب"",""PRD""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","26","شراب","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Low AI recommendation confidence","26","شراب","","","","{""best_self_score"":0,""queries"":[""شراب"",""PRD""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","26","شراب","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","27","Nike White and Black Casual Sneakers","","","","{""seo_keywords"":""white black sneakers, men's casual shoes, Nike sneakers""}","","false","true","add Arabic search keywords","Manual review required."
"medium","Stock inconsistencies","27","Nike White and Black Casual Sneakers","","","","product_stock=0; variant_stock_sum=2; active_variant_stock_sum=2","derive from variant stock (2)","false","true","reconcile product stock with variant stock","Derive AI-facing availability from active variant stock where the product is variant-managed; do not write back automatically."
"medium","Zero selling price","27","Nike White and Black Casual Sneakers","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"medium","Duplicate article codes","27","Nike White and Black Casual Sneakers","143","Gold","32","article_code=W1","","false","true","review article codes manually","Do not auto-change article codes unless the code is a clearly generated placeholder and business approves."
"medium","Missing Arabic search keywords","28","Nike White and Black Casual Sneakers Copy","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing English search keywords","28","Nike White and Black Casual Sneakers Copy","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","28","Nike White and Black Casual Sneakers Copy","","","","{""best_self_score"":10,""queries"":[""Nike White and Black Casual Sneakers Copy"",""Unbranded Nike White and Black Casual Sneakers Copy"",""nike-white-and-black-casual-sneakers-copy"",""UNB-M-LOC"",""Unbranded sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","28","Nike White and Black Casual Sneakers Copy","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","28","Nike White and Black Casual Sneakers Copy","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","28","Nike White and Black Casual Sneakers Copy","","","","{""best_self_score"":10,""queries"":[""Nike White and Black Casual Sneakers Copy"",""Unbranded Nike White and Black Casual Sneakers Copy"",""nike-white-and-black-casual-sneakers-copy"",""UNB-M-LOC"",""Unbranded sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Zero selling price","28","Nike White and Black Casual Sneakers Copy","","","","selling_price=0; sale_price=0; display_price=0","","false","true","enter selling price manually","Never invent prices. Use admin UI/export workflow for manual completion."
"medium","Missing Arabic search keywords","29","Nike White and Black Casual Sneakers Copy Copy","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing English search keywords","29","Nike White and Black Casual Sneakers Copy Copy","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","29","Nike White and Black Casual Sneakers Copy Copy","","","","{""best_self_score"":10,""queries"":[""Nike White and Black Casual Sneakers Copy Copy"",""Unbranded Nike White and Black Casual Sneakers Copy Copy"",""nike-white-and-black-casual-sneakers-copy-copy"",""UNB-M-LOC-2"",""Unbranded sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","29","Nike White and Black Casual Sneakers Copy Copy","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","29","Nike White and Black Casual Sneakers Copy Copy","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","29","Nike White and Black Casual Sneakers Copy Copy","","","","{""best_self_score"":10,""queries"":[""Nike White and Black Casual Sneakers Copy Copy"",""Unbranded Nike White and Black Casual Sneakers Copy Copy"",""nike-white-and-black-casual-sneakers-copy-copy"",""UNB-M-LOC-2"",""Unbranded sneakers""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing Arabic search keywords","31","QA Treasury Incoming 1779568419544","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","31","QA Treasury Incoming 1779568419544","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","31","QA Treasury Incoming 1779568419544","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","31","QA Treasury Incoming 1779568419544","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","31","QA Treasury Incoming 1779568419544","","","","{""best_self_score"":0,""queries"":[""QA Treasury Incoming 1779568419544"",""qa-treasury-incoming-1779568419544"",""QA-TREAS-1779568419544""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","31","QA Treasury Incoming 1779568419544","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","31","QA Treasury Incoming 1779568419544","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","31","QA Treasury Incoming 1779568419544","","","","{""best_self_score"":0,""queries"":[""QA Treasury Incoming 1779568419544"",""qa-treasury-incoming-1779568419544"",""QA-TREAS-1779568419544""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","31","QA Treasury Incoming 1779568419544","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","32","QA Order Items Live 1780084726569","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","32","QA Order Items Live 1780084726569","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","32","QA Order Items Live 1780084726569","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","32","QA Order Items Live 1780084726569","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","32","QA Order Items Live 1780084726569","","","","{""best_self_score"":0,""queries"":[""QA Order Items Live 1780084726569"",""qa-order-items-live-1780084726569"",""QA-OI-1780084726569""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","32","QA Order Items Live 1780084726569","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","32","QA Order Items Live 1780084726569","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","32","QA Order Items Live 1780084726569","","","","{""best_self_score"":0,""queries"":[""QA Order Items Live 1780084726569"",""qa-order-items-live-1780084726569"",""QA-OI-1780084726569""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","32","QA Order Items Live 1780084726569","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","33","QA Order Items Live 1780084816245","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","33","QA Order Items Live 1780084816245","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","33","QA Order Items Live 1780084816245","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","33","QA Order Items Live 1780084816245","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","33","QA Order Items Live 1780084816245","","","","{""best_self_score"":0,""queries"":[""QA Order Items Live 1780084816245"",""qa-order-items-live-1780084816245"",""QA-OI-1780084816245""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","33","QA Order Items Live 1780084816245","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","33","QA Order Items Live 1780084816245","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","33","QA Order Items Live 1780084816245","","","","{""best_self_score"":0,""queries"":[""QA Order Items Live 1780084816245"",""qa-order-items-live-1780084816245"",""QA-OI-1780084816245""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","33","QA Order Items Live 1780084816245","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","34","QA AI Order Items Live 1780084816245","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","34","QA AI Order Items Live 1780084816245","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","34","QA AI Order Items Live 1780084816245","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","34","QA AI Order Items Live 1780084816245","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","34","QA AI Order Items Live 1780084816245","","","","{""best_self_score"":0,""queries"":[""QA AI Order Items Live 1780084816245"",""qa-ai-order-items-live-1780084816245"",""QA-AI-OI-1780084816245""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","34","QA AI Order Items Live 1780084816245","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","34","QA AI Order Items Live 1780084816245","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","34","QA AI Order Items Live 1780084816245","","","","{""best_self_score"":0,""queries"":[""QA AI Order Items Live 1780084816245"",""qa-ai-order-items-live-1780084816245"",""QA-AI-OI-1780084816245""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","34","QA AI Order Items Live 1780084816245","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","35","Edit Due Test 1780090465911-99171","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","35","Edit Due Test 1780090465911-99171","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","35","Edit Due Test 1780090465911-99171","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","35","Edit Due Test 1780090465911-99171","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","35","Edit Due Test 1780090465911-99171","","","","{""best_self_score"":0,""queries"":[""Edit Due Test 1780090465911-99171"",""edit-due-test-1780090465911-99171"",""EDIT-1780090465911-99171""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","35","Edit Due Test 1780090465911-99171","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","35","Edit Due Test 1780090465911-99171","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","35","Edit Due Test 1780090465911-99171","","","","{""best_self_score"":0,""queries"":[""Edit Due Test 1780090465911-99171"",""edit-due-test-1780090465911-99171"",""EDIT-1780090465911-99171""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","35","Edit Due Test 1780090465911-99171","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","37","Edit Due Test 1780090682992-14020","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","37","Edit Due Test 1780090682992-14020","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","37","Edit Due Test 1780090682992-14020","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","37","Edit Due Test 1780090682992-14020","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","37","Edit Due Test 1780090682992-14020","","","","{""best_self_score"":0,""queries"":[""Edit Due Test 1780090682992-14020"",""edit-due-test-1780090682992-14020"",""EDIT-1780090682992-14020""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","37","Edit Due Test 1780090682992-14020","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","37","Edit Due Test 1780090682992-14020","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","37","Edit Due Test 1780090682992-14020","","","","{""best_self_score"":0,""queries"":[""Edit Due Test 1780090682992-14020"",""edit-due-test-1780090682992-14020"",""EDIT-1780090682992-14020""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","37","Edit Due Test 1780090682992-14020","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","38","Edit Due Test 1780090683254-91403","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","38","Edit Due Test 1780090683254-91403","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","38","Edit Due Test 1780090683254-91403","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","38","Edit Due Test 1780090683254-91403","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","38","Edit Due Test 1780090683254-91403","","","","{""best_self_score"":0,""queries"":[""Edit Due Test 1780090683254-91403"",""edit-due-test-1780090683254-91403"",""EDIT-1780090683254-91403""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","38","Edit Due Test 1780090683254-91403","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","38","Edit Due Test 1780090683254-91403","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","38","Edit Due Test 1780090683254-91403","","","","{""best_self_score"":0,""queries"":[""Edit Due Test 1780090683254-91403"",""edit-due-test-1780090683254-91403"",""EDIT-1780090683254-91403""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","38","Edit Due Test 1780090683254-91403","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","39","Edit Due Test 1780090683323-8217","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","39","Edit Due Test 1780090683323-8217","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","39","Edit Due Test 1780090683323-8217","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","39","Edit Due Test 1780090683323-8217","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","39","Edit Due Test 1780090683323-8217","","","","{""best_self_score"":0,""queries"":[""Edit Due Test 1780090683323-8217"",""edit-due-test-1780090683323-8217"",""EDIT-1780090683323-8217""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","39","Edit Due Test 1780090683323-8217","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","39","Edit Due Test 1780090683323-8217","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","39","Edit Due Test 1780090683323-8217","","","","{""best_self_score"":0,""queries"":[""Edit Due Test 1780090683323-8217"",""edit-due-test-1780090683323-8217"",""EDIT-1780090683323-8217""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","39","Edit Due Test 1780090683323-8217","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","40","Purchase Save Perf 1780107202476-8676-1","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","40","Purchase Save Perf 1780107202476-8676-1","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","40","Purchase Save Perf 1780107202476-8676-1","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","40","Purchase Save Perf 1780107202476-8676-1","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
"medium","Search discoverability failures","40","Purchase Save Perf 1780107202476-8676-1","","","","{""best_self_score"":0,""queries"":[""Purchase Save Perf 1780107202476-8676-1"",""purchase-save-perf-1780107202476-8676-1"",""PSP-1780107202476-8676-1""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing main images","40","Purchase Save Perf 1780107202476-8676-1","","","","main image missing","","false","true","upload/fix main image or approve fallback","No main image fallback is available in the catalog row."
"medium","Missing alias keywords","40","Purchase Save Perf 1780107202476-8676-1","","","","No AI-friendly alias keywords are configured.","","false","true","add AI-friendly alias keywords","Manual review required."
"medium","Low AI recommendation confidence","40","Purchase Save Perf 1780107202476-8676-1","","","","{""best_self_score"":0,""queries"":[""Purchase Save Perf 1780107202476-8676-1"",""purchase-save-perf-1780107202476-8676-1"",""PSP-1780107202476-8676-1""]}","","false","true","improve aliases and keyword coverage","Manual review required."
"medium","Missing product type","40","Purchase Save Perf 1780107202476-8676-1","","","","Product type is missing.","","false","true","fill product type manually","Manual review required."
"medium","Missing Arabic search keywords","41","Purchase Save Perf 1780107202476-8676-2","","","","Arabic search keywords are missing.","","false","true","add Arabic search keywords","Manual review required."
"medium","Missing brand","41","Purchase Save Perf 1780107202476-8676-2","","","","Brand is missing.","","false","true","fill brand manually","Manual review required."
"medium","Missing category","41","Purchase Save Perf 1780107202476-8676-2","","","","Category is missing.","","false","true","fill category manually","Manual review required."
"medium","Missing English search keywords","41","Purchase Save Perf 1780107202476-8676-2","","","","English search keywords are missing.","","false","true","add English search keywords","Manual review required."
